"site","replica","cover","subregion","region","chl_mean","sst_mean","fwd_mean","wf_log","rugosity","inclinacao","easting","northing","distance_S","str_size","str_ab"
"Ferradura",1,0.07,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA
"Ferradura",2,0.32,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA
"Ferradura",3,0,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA
"Ferradura",4,0.22,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA
"Ferradura",5,0.5,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA
"Ferradura",6,0.3,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA
"Ferradura",7,0.47,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA
"Ferradura",8,0.89,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA
"Ferradura",9,0.34,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA
"Ferradura",10,0.18,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA
"Ferradurinha",1,0.05,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37
"Ferradurinha",2,0.02,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37
"Ferradurinha",3,0.02,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37
"Ferradurinha",4,0.01,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37
"Ferradurinha",5,0,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37
"Ferradurinha",6,0,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37
"Ferradurinha",7,0,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37
"Ferradurinha",8,0.05,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37
"Ferradurinha",9,0.05,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37
"Ferradurinha",10,0.06,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37
"Forno (Búzios)",1,0,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6
"Forno (Búzios)",2,0,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6
"Forno (Búzios)",3,0,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6
"Forno (Búzios)",4,0,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6
"Forno (Búzios)",5,0,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6
"Forno (Búzios)",6,0,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6
"Forno (Búzios)",7,0,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6
"Forno (Búzios)",8,0,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6
"Forno (Búzios)",9,0,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6
"Forno (Búzios)",10,0,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6
"Forte",1,0.21,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7
"Forte",2,0.61,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7
"Forte",3,0.43,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7
"Forte",4,0.43,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7
"Forte",5,0.21,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7
"Forte",6,0.1,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7
"Forte",7,0.15,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7
"Forte",8,0.28,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7
"Forte",9,0.44,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7
"Forte",10,0.29,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7
"Geribá",1,0.04,"LRRJ","W-E",2.419,23.082,0.708,3.797723,1.187,19.15,817896.857892256,7477374.2250044,525.201862,33.0820588235294,10
"Geribá",2,0.13,"LRRJ","W-E",2.419,23.082,0.708,3.797723,1.187,19.15,817896.857892256,7477374.2250044,525.201862,33.0820588235294,10
"Geribá",3,0.05,"LRRJ","W-E",2.419,23.082,0.708,3.797723,1.187,19.15,817896.857892256,7477374.2250044,525.201862,33.0820588235294,10
"Geribá",4,0.04,"LRRJ","W-E",2.419,23.082,0.708,3.797723,1.187,19.15,817896.857892256,7477374.2250044,525.201862,33.0820588235294,10
"Geribá",5,0.05,"LRRJ","W-E",2.419,23.082,0.708,3.797723,1.187,19.15,817896.857892256,7477374.2250044,525.201862,33.0820588235294,10
"Geribá",6,0.04,"LRRJ","W-E",2.419,23.082,0.708,3.797723,1.187,19.15,817896.857892256,7477374.2250044,525.201862,33.0820588235294,10
"Geribá",7,0.04,"LRRJ","W-E",2.419,23.082,0.708,3.797723,1.187,19.15,817896.857892256,7477374.2250044,525.201862,33.0820588235294,10
"Geribá",8,0.02,"LRRJ","W-E",2.419,23.082,0.708,3.797723,1.187,19.15,817896.857892256,7477374.2250044,525.201862,33.0820588235294,10
"Geribá",9,0.03,"LRRJ","W-E",2.419,23.082,0.708,3.797723,1.187,19.15,817896.857892256,7477374.2250044,525.201862,33.0820588235294,10
"Geribá",10,0.01,"LRRJ","W-E",2.419,23.082,0.708,3.797723,1.187,19.15,817896.857892256,7477374.2250044,525.201862,33.0820588235294,10
"Grumari",1,0.64,"MRRJ","W-E",4.66,24.688,0.534,4.04478,1.235,23.8,653597.166033563,7451182.64291227,361.312786,23.3907352941176,0
"Grumari",2,0.93,"MRRJ","W-E",4.66,24.688,0.534,4.04478,1.235,23.8,653597.166033563,7451182.64291227,361.312786,23.3907352941176,0
"Grumari",3,0.59,"MRRJ","W-E",4.66,24.688,0.534,4.04478,1.235,23.8,653597.166033563,7451182.64291227,361.312786,23.3907352941176,0
"Grumari",4,0.53,"MRRJ","W-E",4.66,24.688,0.534,4.04478,1.235,23.8,653597.166033563,7451182.64291227,361.312786,23.3907352941176,0
"Grumari",5,0.33,"MRRJ","W-E",4.66,24.688,0.534,4.04478,1.235,23.8,653597.166033563,7451182.64291227,361.312786,23.3907352941176,0
"Grumari",6,0.8,"MRRJ","W-E",4.66,24.688,0.534,4.04478,1.235,23.8,653597.166033563,7451182.64291227,361.312786,23.3907352941176,0
"Grumari",7,0.88,"MRRJ","W-E",4.66,24.688,0.534,4.04478,1.235,23.8,653597.166033563,7451182.64291227,361.312786,23.3907352941176,0
"Grumari",8,0.65,"MRRJ","W-E",4.66,24.688,0.534,4.04478,1.235,23.8,653597.166033563,7451182.64291227,361.312786,23.3907352941176,0
"Grumari",9,0.61,"MRRJ","W-E",4.66,24.688,0.534,4.04478,1.235,23.8,653597.166033563,7451182.64291227,361.312786,23.3907352941176,0
"Grumari",10,0.15,"MRRJ","W-E",4.66,24.688,0.534,4.04478,1.235,23.8,653597.166033563,7451182.64291227,361.312786,23.3907352941176,0
"Guaecá",1,0.52,"SSCh","SW-NE",4.178,25.878,0.696,3.613756,1.462,38.7,452259.232664395,7365410.29303625,142.796112,28.6716666666667,20
"Guaecá",2,0.88,"SSCh","SW-NE",4.178,25.878,0.696,3.613756,1.462,38.7,452259.232664395,7365410.29303625,142.796112,28.6716666666667,20
"Guaecá",3,0.5,"SSCh","SW-NE",4.178,25.878,0.696,3.613756,1.462,38.7,452259.232664395,7365410.29303625,142.796112,28.6716666666667,20
"Guaecá",4,0.35,"SSCh","SW-NE",4.178,25.878,0.696,3.613756,1.462,38.7,452259.232664395,7365410.29303625,142.796112,28.6716666666667,20
"Guaecá",5,0.38,"SSCh","SW-NE",4.178,25.878,0.696,3.613756,1.462,38.7,452259.232664395,7365410.29303625,142.796112,28.6716666666667,20
"Guaecá",6,0.41,"SSCh","SW-NE",4.178,25.878,0.696,3.613756,1.462,38.7,452259.232664395,7365410.29303625,142.796112,28.6716666666667,20
"Guaecá",7,0.49,"SSCh","SW-NE",4.178,25.878,0.696,3.613756,1.462,38.7,452259.232664395,7365410.29303625,142.796112,28.6716666666667,20
"Guaecá",8,0.55,"SSCh","SW-NE",4.178,25.878,0.696,3.613756,1.462,38.7,452259.232664395,7365410.29303625,142.796112,28.6716666666667,20
"Guaecá",9,0.26,"SSCh","SW-NE",4.178,25.878,0.696,3.613756,1.462,38.7,452259.232664395,7365410.29303625,142.796112,28.6716666666667,20
"Guaecá",10,0.18,"SSCh","SW-NE",4.178,25.878,0.696,3.613756,1.462,38.7,452259.232664395,7365410.29303625,142.796112,28.6716666666667,20
"Guaiúba",1,0.82,"MRBS","SW-NE",12.219,25.538,1.031,3.738743,1.25,31.25,368188.079039868,7343400.7639371,56.14724,29.53,14
"Guaiúba",2,0.86,"MRBS","SW-NE",12.219,25.538,1.031,3.738743,1.25,31.25,368188.079039868,7343400.7639371,56.14724,29.53,14
"Guaiúba",3,0.7,"MRBS","SW-NE",12.219,25.538,1.031,3.738743,1.25,31.25,368188.079039868,7343400.7639371,56.14724,29.53,14
"Guaiúba",4,0.85,"MRBS","SW-NE",12.219,25.538,1.031,3.738743,1.25,31.25,368188.079039868,7343400.7639371,56.14724,29.53,14
"Guaiúba",5,0.59,"MRBS","SW-NE",12.219,25.538,1.031,3.738743,1.25,31.25,368188.079039868,7343400.7639371,56.14724,29.53,14
"Guaiúba",6,0.84,"MRBS","SW-NE",12.219,25.538,1.031,3.738743,1.25,31.25,368188.079039868,7343400.7639371,56.14724,29.53,14
"Guaiúba",7,0.83,"MRBS","SW-NE",12.219,25.538,1.031,3.738743,1.25,31.25,368188.079039868,7343400.7639371,56.14724,29.53,14
"Guaiúba",8,0.98,"MRBS","SW-NE",12.219,25.538,1.031,3.738743,1.25,31.25,368188.079039868,7343400.7639371,56.14724,29.53,14
"Guaiúba",9,0.84,"MRBS","SW-NE",12.219,25.538,1.031,3.738743,1.25,31.25,368188.079039868,7343400.7639371,56.14724,29.53,14
"Guaiúba",10,0.74,"MRBS","SW-NE",12.219,25.538,1.031,3.738743,1.25,31.25,368188.079039868,7343400.7639371,56.14724,29.53,14
"Indaiá",1,0.52,"MRBS","SW-NE",7.51,25.632,0.791,3.992025,1.076,14.35,398035.2776591,7367331.1918856,93.447913,23.027,12
"Indaiá",2,0.05,"MRBS","SW-NE",7.51,25.632,0.791,3.992025,1.076,14.35,398035.2776591,7367331.1918856,93.447913,23.027,12
"Indaiá",3,0.41,"MRBS","SW-NE",7.51,25.632,0.791,3.992025,1.076,14.35,398035.2776591,7367331.1918856,93.447913,23.027,12
"Indaiá",4,0.23,"MRBS","SW-NE",7.51,25.632,0.791,3.992025,1.076,14.35,398035.2776591,7367331.1918856,93.447913,23.027,12
"Indaiá",5,0.3,"MRBS","SW-NE",7.51,25.632,0.791,3.992025,1.076,14.35,398035.2776591,7367331.1918856,93.447913,23.027,12
"Indaiá",6,0.46,"MRBS","SW-NE",7.51,25.632,0.791,3.992025,1.076,14.35,398035.2776591,7367331.1918856,93.447913,23.027,12
"Indaiá",7,0.27,"MRBS","SW-NE",7.51,25.632,0.791,3.992025,1.076,14.35,398035.2776591,7367331.1918856,93.447913,23.027,12
"Indaiá",8,0.37,"MRBS","SW-NE",7.51,25.632,0.791,3.992025,1.076,14.35,398035.2776591,7367331.1918856,93.447913,23.027,12
"Indaiá",9,0.45,"MRBS","SW-NE",7.51,25.632,0.791,3.992025,1.076,14.35,398035.2776591,7367331.1918856,93.447913,23.027,12
"Indaiá",10,0.52,"MRBS","SW-NE",7.51,25.632,0.791,3.992025,1.076,14.35,398035.2776591,7367331.1918856,93.447913,23.027,12
"Iporanga",1,0.68,"MRBS","SW-NE",4.891,25.326,0.859,4.072367,1.073,15.7,383162.19479301,7355811.39630028,74.918631,25.0234090909091,12
"Iporanga",2,0.88,"MRBS","SW-NE",4.891,25.326,0.859,4.072367,1.073,15.7,383162.19479301,7355811.39630028,74.918631,25.0234090909091,12
"Iporanga",3,0.94,"MRBS","SW-NE",4.891,25.326,0.859,4.072367,1.073,15.7,383162.19479301,7355811.39630028,74.918631,25.0234090909091,12
"Iporanga",4,0.83,"MRBS","SW-NE",4.891,25.326,0.859,4.072367,1.073,15.7,383162.19479301,7355811.39630028,74.918631,25.0234090909091,12
"Iporanga",5,0.98,"MRBS","SW-NE",4.891,25.326,0.859,4.072367,1.073,15.7,383162.19479301,7355811.39630028,74.918631,25.0234090909091,12
"Iporanga",6,0.83,"MRBS","SW-NE",4.891,25.326,0.859,4.072367,1.073,15.7,383162.19479301,7355811.39630028,74.918631,25.0234090909091,12
"Iporanga",7,0.96,"MRBS","SW-NE",4.891,25.326,0.859,4.072367,1.073,15.7,383162.19479301,7355811.39630028,74.918631,25.0234090909091,12
"Iporanga",8,0.82,"MRBS","SW-NE",4.891,25.326,0.859,4.072367,1.073,15.7,383162.19479301,7355811.39630028,74.918631,25.0234090909091,12
"Iporanga",9,0.75,"MRBS","SW-NE",4.891,25.326,0.859,4.072367,1.073,15.7,383162.19479301,7355811.39630028,74.918631,25.0234090909091,12
"Iporanga",10,0.91,"MRBS","SW-NE",4.891,25.326,0.859,4.072367,1.073,15.7,383162.19479301,7355811.39630028,74.918631,25.0234090909091,12
"Itaguá",1,0,"Ubatuba","SW-NE",3.166,25.618,0.743,3.25785,1.541,56.15,495451.762627341,7406670.99067172,198.1981,NA,NA
"Itaguá",2,0,"Ubatuba","SW-NE",3.166,25.618,0.743,3.25785,1.541,56.15,495451.762627341,7406670.99067172,198.1981,NA,NA
"Itaguá",3,0,"Ubatuba","SW-NE",3.166,25.618,0.743,3.25785,1.541,56.15,495451.762627341,7406670.99067172,198.1981,NA,NA
"Itaguá",4,0,"Ubatuba","SW-NE",3.166,25.618,0.743,3.25785,1.541,56.15,495451.762627341,7406670.99067172,198.1981,NA,NA
"Itaguá",5,0,"Ubatuba","SW-NE",3.166,25.618,0.743,3.25785,1.541,56.15,495451.762627341,7406670.99067172,198.1981,NA,NA
"Itaguá",6,0,"Ubatuba","SW-NE",3.166,25.618,0.743,3.25785,1.541,56.15,495451.762627341,7406670.99067172,198.1981,NA,NA
"Itaguá",7,0,"Ubatuba","SW-NE",3.166,25.618,0.743,3.25785,1.541,56.15,495451.762627341,7406670.99067172,198.1981,NA,NA
"Itaguá",8,0,"Ubatuba","SW-NE",3.166,25.618,0.743,3.25785,1.541,56.15,495451.762627341,7406670.99067172,198.1981,NA,NA
"Itaguá",9,0,"Ubatuba","SW-NE",3.166,25.618,0.743,3.25785,1.541,56.15,495451.762627341,7406670.99067172,198.1981,NA,NA
"Itaguá",10,0,"Ubatuba","SW-NE",3.166,25.618,0.743,3.25785,1.541,56.15,495451.762627341,7406670.99067172,198.1981,NA,NA
"Itaipu",1,0.15,"MRRJ","W-E",8.427,24.002,0.989,3.32882,1.056,14.6,700162.836817555,7458040.28462842,407.388956,35.0139024390244,16
"Itaipu",2,0.14,"MRRJ","W-E",8.427,24.002,0.989,3.32882,1.056,14.6,700162.836817555,7458040.28462842,407.388956,35.0139024390244,16
"Itaipu",3,0.68,"MRRJ","W-E",8.427,24.002,0.989,3.32882,1.056,14.6,700162.836817555,7458040.28462842,407.388956,35.0139024390244,16
"Itaipu",4,0.66,"MRRJ","W-E",8.427,24.002,0.989,3.32882,1.056,14.6,700162.836817555,7458040.28462842,407.388956,35.0139024390244,16
"Itaipu",5,0.7,"MRRJ","W-E",8.427,24.002,0.989,3.32882,1.056,14.6,700162.836817555,7458040.28462842,407.388956,35.0139024390244,16
"Itaipu",6,0.98,"MRRJ","W-E",8.427,24.002,0.989,3.32882,1.056,14.6,700162.836817555,7458040.28462842,407.388956,35.0139024390244,16
"Itaipu",7,0.68,"MRRJ","W-E",8.427,24.002,0.989,3.32882,1.056,14.6,700162.836817555,7458040.28462842,407.388956,35.0139024390244,16
"Itaipu",8,0.8,"MRRJ","W-E",8.427,24.002,0.989,3.32882,1.056,14.6,700162.836817555,7458040.28462842,407.388956,35.0139024390244,16
"Itaipu",9,0.98,"MRRJ","W-E",8.427,24.002,0.989,3.32882,1.056,14.6,700162.836817555,7458040.28462842,407.388956,35.0139024390244,16
"Itaipu",10,0.95,"MRRJ","W-E",8.427,24.002,0.989,3.32882,1.056,14.6,700162.836817555,7458040.28462842,407.388956,35.0139024390244,16
"Joatinga",1,0.55,"MRRJ","W-E",4.172,24.369,0.552,4.043718,1.129,33.6,675304.053265852,7453824.08077912,382.571398,18.1507142857143,7
"Joatinga",2,0.79,"MRRJ","W-E",4.172,24.369,0.552,4.043718,1.129,33.6,675304.053265852,7453824.08077912,382.571398,18.1507142857143,7
"Joatinga",3,0.57,"MRRJ","W-E",4.172,24.369,0.552,4.043718,1.129,33.6,675304.053265852,7453824.08077912,382.571398,18.1507142857143,7
"Joatinga",4,0.7,"MRRJ","W-E",4.172,24.369,0.552,4.043718,1.129,33.6,675304.053265852,7453824.08077912,382.571398,18.1507142857143,7
"Joatinga",5,0.62,"MRRJ","W-E",4.172,24.369,0.552,4.043718,1.129,33.6,675304.053265852,7453824.08077912,382.571398,18.1507142857143,7
"Joatinga",6,0.65,"MRRJ","W-E",4.172,24.369,0.552,4.043718,1.129,33.6,675304.053265852,7453824.08077912,382.571398,18.1507142857143,7
"Joatinga",7,0.82,"MRRJ","W-E",4.172,24.369,0.552,4.043718,1.129,33.6,675304.053265852,7453824.08077912,382.571398,18.1507142857143,7
"Joatinga",8,0.86,"MRRJ","W-E",4.172,24.369,0.552,4.043718,1.129,33.6,675304.053265852,7453824.08077912,382.571398,18.1507142857143,7
"Joatinga",9,0.87,"MRRJ","W-E",4.172,24.369,0.552,4.043718,1.129,33.6,675304.053265852,7453824.08077912,382.571398,18.1507142857143,7
"Joatinga",10,0.61,"MRRJ","W-E",4.172,24.369,0.552,4.043718,1.129,33.6,675304.053265852,7453824.08077912,382.571398,18.1507142857143,7
"Justa",1,0.53,"Ubatuba","SW-NE",6.764,24.722,0.619,3.331238,1.176,36.5,509111.293550965,7419082.26632066,215.915668,20.2416666666667,50
"Justa",2,0.33,"Ubatuba","SW-NE",6.764,24.722,0.619,3.331238,1.176,36.5,509111.293550965,7419082.26632066,215.915668,20.2416666666667,50
"Justa",3,0.55,"Ubatuba","SW-NE",6.764,24.722,0.619,3.331238,1.176,36.5,509111.293550965,7419082.26632066,215.915668,20.2416666666667,50
"Justa",4,0.77,"Ubatuba","SW-NE",6.764,24.722,0.619,3.331238,1.176,36.5,509111.293550965,7419082.26632066,215.915668,20.2416666666667,50
"Justa",5,0.96,"Ubatuba","SW-NE",6.764,24.722,0.619,3.331238,1.176,36.5,509111.293550965,7419082.26632066,215.915668,20.2416666666667,50
"Justa",6,0.95,"Ubatuba","SW-NE",6.764,24.722,0.619,3.331238,1.176,36.5,509111.293550965,7419082.26632066,215.915668,20.2416666666667,50
"Justa",7,0.77,"Ubatuba","SW-NE",6.764,24.722,0.619,3.331238,1.176,36.5,509111.293550965,7419082.26632066,215.915668,20.2416666666667,50
"Justa",8,0.98,"Ubatuba","SW-NE",6.764,24.722,0.619,3.331238,1.176,36.5,509111.293550965,7419082.26632066,215.915668,20.2416666666667,50
"Justa",9,1,"Ubatuba","SW-NE",6.764,24.722,0.619,3.331238,1.176,36.5,509111.293550965,7419082.26632066,215.915668,20.2416666666667,50
"Justa",10,0.66,"Ubatuba","SW-NE",6.764,24.722,0.619,3.331238,1.176,36.5,509111.293550965,7419082.26632066,215.915668,20.2416666666667,50
"Lamberto",1,0,"Ubatuba","SW-NE",3.609,25.924,0.669,2.427247,1.369,57.95,488539.969998129,7401509.40871203,189.751423,24.8358333333333,2
"Lamberto",2,0,"Ubatuba","SW-NE",3.609,25.924,0.669,2.427247,1.369,57.95,488539.969998129,7401509.40871203,189.751423,24.8358333333333,2
"Lamberto",3,0,"Ubatuba","SW-NE",3.609,25.924,0.669,2.427247,1.369,57.95,488539.969998129,7401509.40871203,189.751423,24.8358333333333,2
"Lamberto",4,0,"Ubatuba","SW-NE",3.609,25.924,0.669,2.427247,1.369,57.95,488539.969998129,7401509.40871203,189.751423,24.8358333333333,2
"Lamberto",5,0,"Ubatuba","SW-NE",3.609,25.924,0.669,2.427247,1.369,57.95,488539.969998129,7401509.40871203,189.751423,24.8358333333333,2
"Lamberto",6,0,"Ubatuba","SW-NE",3.609,25.924,0.669,2.427247,1.369,57.95,488539.969998129,7401509.40871203,189.751423,24.8358333333333,2
"Lamberto",7,0.27,"Ubatuba","SW-NE",3.609,25.924,0.669,2.427247,1.369,57.95,488539.969998129,7401509.40871203,189.751423,24.8358333333333,2
"Lamberto",8,0,"Ubatuba","SW-NE",3.609,25.924,0.669,2.427247,1.369,57.95,488539.969998129,7401509.40871203,189.751423,24.8358333333333,2
"Lamberto",9,0,"Ubatuba","SW-NE",3.609,25.924,0.669,2.427247,1.369,57.95,488539.969998129,7401509.40871203,189.751423,24.8358333333333,2
"Lamberto",10,0,"Ubatuba","SW-NE",3.609,25.924,0.669,2.427247,1.369,57.95,488539.969998129,7401509.40871203,189.751423,24.8358333333333,2
"Leblon",1,0.88,"MRRJ","W-E",5.541,24.408,0.606,4.061288,1.085,22.2,681725.422972126,7456505.48081694,389.523392,18.63125,35
"Leblon",2,0.94,"MRRJ","W-E",5.541,24.408,0.606,4.061288,1.085,22.2,681725.422972126,7456505.48081694,389.523392,18.63125,35
"Leblon",3,0.41,"MRRJ","W-E",5.541,24.408,0.606,4.061288,1.085,22.2,681725.422972126,7456505.48081694,389.523392,18.63125,35
"Leblon",4,0.3,"MRRJ","W-E",5.541,24.408,0.606,4.061288,1.085,22.2,681725.422972126,7456505.48081694,389.523392,18.63125,35
"Leblon",5,0.48,"MRRJ","W-E",5.541,24.408,0.606,4.061288,1.085,22.2,681725.422972126,7456505.48081694,389.523392,18.63125,35
"Leblon",6,0.64,"MRRJ","W-E",5.541,24.408,0.606,4.061288,1.085,22.2,681725.422972126,7456505.48081694,389.523392,18.63125,35
"Leblon",7,0.71,"MRRJ","W-E",5.541,24.408,0.606,4.061288,1.085,22.2,681725.422972126,7456505.48081694,389.523392,18.63125,35
"Leblon",8,0.14,"MRRJ","W-E",5.541,24.408,0.606,4.061288,1.085,22.2,681725.422972126,7456505.48081694,389.523392,18.63125,35
"Leblon",9,0.22,"MRRJ","W-E",5.541,24.408,0.606,4.061288,1.085,22.2,681725.422972126,7456505.48081694,389.523392,18.63125,35
"Leblon",10,0.38,"MRRJ","W-E",5.541,24.408,0.606,4.061288,1.085,22.2,681725.422972126,7456505.48081694,389.523392,18.63125,35
"Maranduba",1,0,"Ubatuba","SW-NE",3.456,25.27,0.8,2.850672,1.271,25.65,477032.249570896,7395424.68411581,176.75079,33.8428571428571,30
"Maranduba",2,0,"Ubatuba","SW-NE",3.456,25.27,0.8,2.850672,1.271,25.65,477032.249570896,7395424.68411581,176.75079,33.8428571428571,30
"Maranduba",3,0,"Ubatuba","SW-NE",3.456,25.27,0.8,2.850672,1.271,25.65,477032.249570896,7395424.68411581,176.75079,33.8428571428571,30
"Maranduba",4,0,"Ubatuba","SW-NE",3.456,25.27,0.8,2.850672,1.271,25.65,477032.249570896,7395424.68411581,176.75079,33.8428571428571,30
"Maranduba",5,0,"Ubatuba","SW-NE",3.456,25.27,0.8,2.850672,1.271,25.65,477032.249570896,7395424.68411581,176.75079,33.8428571428571,30
"Maranduba",6,0,"Ubatuba","SW-NE",3.456,25.27,0.8,2.850672,1.271,25.65,477032.249570896,7395424.68411581,176.75079,33.8428571428571,30
"Maranduba",7,0,"Ubatuba","SW-NE",3.456,25.27,0.8,2.850672,1.271,25.65,477032.249570896,7395424.68411581,176.75079,33.8428571428571,30
"Maranduba",8,0,"Ubatuba","SW-NE",3.456,25.27,0.8,2.850672,1.271,25.65,477032.249570896,7395424.68411581,176.75079,33.8428571428571,30
"Maranduba",9,0,"Ubatuba","SW-NE",3.456,25.27,0.8,2.850672,1.271,25.65,477032.249570896,7395424.68411581,176.75079,33.8428571428571,30
"Maranduba",10,0.02,"Ubatuba","SW-NE",3.456,25.27,0.8,2.850672,1.271,25.65,477032.249570896,7395424.68411581,176.75079,33.8428571428571,30
"Maricá",1,0.09,"MRRJ","W-E",6.882,24.17,0.609,4.0368,1.183,18.25,736321.673835296,7459240.54129038,442.008565,25.5026262626263,47
"Maricá",2,0.22,"MRRJ","W-E",6.882,24.17,0.609,4.0368,1.183,18.25,736321.673835296,7459240.54129038,442.008565,25.5026262626263,47
"Maricá",3,0.37,"MRRJ","W-E",6.882,24.17,0.609,4.0368,1.183,18.25,736321.673835296,7459240.54129038,442.008565,25.5026262626263,47
"Maricá",4,0.41,"MRRJ","W-E",6.882,24.17,0.609,4.0368,1.183,18.25,736321.673835296,7459240.54129038,442.008565,25.5026262626263,47
"Maricá",5,0.15,"MRRJ","W-E",6.882,24.17,0.609,4.0368,1.183,18.25,736321.673835296,7459240.54129038,442.008565,25.5026262626263,47
"Maricá",6,0.33,"MRRJ","W-E",6.882,24.17,0.609,4.0368,1.183,18.25,736321.673835296,7459240.54129038,442.008565,25.5026262626263,47
"Maricá",7,0.34,"MRRJ","W-E",6.882,24.17,0.609,4.0368,1.183,18.25,736321.673835296,7459240.54129038,442.008565,25.5026262626263,47
"Maricá",8,0.45,"MRRJ","W-E",6.882,24.17,0.609,4.0368,1.183,18.25,736321.673835296,7459240.54129038,442.008565,25.5026262626263,47
