"site","replica","cover","subregion","region","chl_mean","sst_mean","fwd_mean","wf_log","rugosity","inclinacao","easting","northing","distance_S","str_size","str_ab"
"Prainha (Paraty)",2,0.97,"SCRJ","W-E",4.971,26.135,0.777,3.166635,1.104,26,531273.612706189,7439892.16037829,245.218396,NA,NA
"Prainha (Paraty)",3,0.46,"SCRJ","W-E",4.971,26.135,0.777,3.166635,1.104,26,531273.612706189,7439892.16037829,245.218396,NA,NA
"Prainha (Paraty)",4,0.4,"SCRJ","W-E",4.971,26.135,0.777,3.166635,1.104,26,531273.612706189,7439892.16037829,245.218396,NA,NA
"Prainha (Paraty)",5,0.79,"SCRJ","W-E",4.971,26.135,0.777,3.166635,1.104,26,531273.612706189,7439892.16037829,245.218396,NA,NA
"Prainha (Paraty)",6,0.79,"SCRJ","W-E",4.971,26.135,0.777,3.166635,1.104,26,531273.612706189,7439892.16037829,245.218396,NA,NA
"Prainha (Paraty)",7,0.52,"SCRJ","W-E",4.971,26.135,0.777,3.166635,1.104,26,531273.612706189,7439892.16037829,245.218396,NA,NA
"Prainha (Paraty)",8,0.9,"SCRJ","W-E",4.971,26.135,0.777,3.166635,1.104,26,531273.612706189,7439892.16037829,245.218396,NA,NA
"Prainha (Paraty)",9,0.61,"SCRJ","W-E",4.971,26.135,0.777,3.166635,1.104,26,531273.612706189,7439892.16037829,245.218396,NA,NA
"Prainha (Paraty)",10,0.67,"SCRJ","W-E",4.971,26.135,0.777,3.166635,1.104,26,531273.612706189,7439892.16037829,245.218396,NA,NA
"Ranchos",1,0,"Ubatuba","SW-NE",1.703,25.456,0.527,3.77276,1.53,20.6,528457.182056619,7417351.70961585,232.666052,27.9375,54
"Ranchos",2,0.01,"Ubatuba","SW-NE",1.703,25.456,0.527,3.77276,1.53,20.6,528457.182056619,7417351.70961585,232.666052,27.9375,54
"Ranchos",3,0,"Ubatuba","SW-NE",1.703,25.456,0.527,3.77276,1.53,20.6,528457.182056619,7417351.70961585,232.666052,27.9375,54
"Ranchos",4,0,"Ubatuba","SW-NE",1.703,25.456,0.527,3.77276,1.53,20.6,528457.182056619,7417351.70961585,232.666052,27.9375,54
"Ranchos",5,0,"Ubatuba","SW-NE",1.703,25.456,0.527,3.77276,1.53,20.6,528457.182056619,7417351.70961585,232.666052,27.9375,54
"Ranchos",6,0,"Ubatuba","SW-NE",1.703,25.456,0.527,3.77276,1.53,20.6,528457.182056619,7417351.70961585,232.666052,27.9375,54
"Ranchos",7,0,"Ubatuba","SW-NE",1.703,25.456,0.527,3.77276,1.53,20.6,528457.182056619,7417351.70961585,232.666052,27.9375,54
"Ranchos",8,0,"Ubatuba","SW-NE",1.703,25.456,0.527,3.77276,1.53,20.6,528457.182056619,7417351.70961585,232.666052,27.9375,54
"Ranchos",9,0,"Ubatuba","SW-NE",1.703,25.456,0.527,3.77276,1.53,20.6,528457.182056619,7417351.70961585,232.666052,27.9375,54
"Ranchos",10,0.23,"Ubatuba","SW-NE",1.703,25.456,0.527,3.77276,1.53,20.6,528457.182056619,7417351.70961585,232.666052,27.9375,54
"Riviera de São Lourenço",1,0.86,"MRBS","SW-NE",7.33,25.588,0.882,3.913033,1.248,31.2,394387.363191675,7365242.12100551,89.243291,17.821914893617,6
"Riviera de São Lourenço",2,0.92,"MRBS","SW-NE",7.33,25.588,0.882,3.913033,1.248,31.2,394387.363191675,7365242.12100551,89.243291,17.821914893617,6
"Riviera de São Lourenço",3,0.6,"MRBS","SW-NE",7.33,25.588,0.882,3.913033,1.248,31.2,394387.363191675,7365242.12100551,89.243291,17.821914893617,6
"Riviera de São Lourenço",4,0.55,"MRBS","SW-NE",7.33,25.588,0.882,3.913033,1.248,31.2,394387.363191675,7365242.12100551,89.243291,17.821914893617,6
"Riviera de São Lourenço",5,0.45,"MRBS","SW-NE",7.33,25.588,0.882,3.913033,1.248,31.2,394387.363191675,7365242.12100551,89.243291,17.821914893617,6
"Riviera de São Lourenço",6,0.42,"MRBS","SW-NE",7.33,25.588,0.882,3.913033,1.248,31.2,394387.363191675,7365242.12100551,89.243291,17.821914893617,6
"Riviera de São Lourenço",7,0.45,"MRBS","SW-NE",7.33,25.588,0.882,3.913033,1.248,31.2,394387.363191675,7365242.12100551,89.243291,17.821914893617,6
"Riviera de São Lourenço",8,0.7,"MRBS","SW-NE",7.33,25.588,0.882,3.913033,1.248,31.2,394387.363191675,7365242.12100551,89.243291,17.821914893617,6
"Riviera de São Lourenço",9,0.66,"MRBS","SW-NE",7.33,25.588,0.882,3.913033,1.248,31.2,394387.363191675,7365242.12100551,89.243291,17.821914893617,6
"Riviera de São Lourenço",10,0.59,"MRBS","SW-NE",7.33,25.588,0.882,3.913033,1.248,31.2,394387.363191675,7365242.12100551,89.243291,17.821914893617,6
"São Pedro",1,0.68,"MRBS","SW-NE",5.287,25.183,0.883,3.73748,1.402,33.3,381991.126156692,7355599.19497306,73.776611,24.9305555555556,4
"São Pedro",2,0.27,"MRBS","SW-NE",5.287,25.183,0.883,3.73748,1.402,33.3,381991.126156692,7355599.19497306,73.776611,24.9305555555556,4
"São Pedro",3,0.6,"MRBS","SW-NE",5.287,25.183,0.883,3.73748,1.402,33.3,381991.126156692,7355599.19497306,73.776611,24.9305555555556,4
"São Pedro",4,0.4,"MRBS","SW-NE",5.287,25.183,0.883,3.73748,1.402,33.3,381991.126156692,7355599.19497306,73.776611,24.9305555555556,4
"São Pedro",5,0.9,"MRBS","SW-NE",5.287,25.183,0.883,3.73748,1.402,33.3,381991.126156692,7355599.19497306,73.776611,24.9305555555556,4
"São Pedro",6,0.89,"MRBS","SW-NE",5.287,25.183,0.883,3.73748,1.402,33.3,381991.126156692,7355599.19497306,73.776611,24.9305555555556,4
"São Pedro",7,0.76,"MRBS","SW-NE",5.287,25.183,0.883,3.73748,1.402,33.3,381991.126156692,7355599.19497306,73.776611,24.9305555555556,4
"São Pedro",8,0.8,"MRBS","SW-NE",5.287,25.183,0.883,3.73748,1.402,33.3,381991.126156692,7355599.19497306,73.776611,24.9305555555556,4
"São Pedro",9,0.91,"MRBS","SW-NE",5.287,25.183,0.883,3.73748,1.402,33.3,381991.126156692,7355599.19497306,73.776611,24.9305555555556,4
"São Pedro",10,0.95,"MRBS","SW-NE",5.287,25.183,0.883,3.73748,1.402,33.3,381991.126156692,7355599.19497306,73.776611,24.9305555555556,4
"Saquarema",1,0.06,"MRRJ","W-E",4.884,24.051,0.709,4.140967,1.142,22.7,757042.645702747,7461217.89924597,462.337107,25.9221518987342,46
"Saquarema",2,0.04,"MRRJ","W-E",4.884,24.051,0.709,4.140967,1.142,22.7,757042.645702747,7461217.89924597,462.337107,25.9221518987342,46
"Saquarema",3,0.04,"MRRJ","W-E",4.884,24.051,0.709,4.140967,1.142,22.7,757042.645702747,7461217.89924597,462.337107,25.9221518987342,46
"Saquarema",4,0.15,"MRRJ","W-E",4.884,24.051,0.709,4.140967,1.142,22.7,757042.645702747,7461217.89924597,462.337107,25.9221518987342,46
"Saquarema",5,0.26,"MRRJ","W-E",4.884,24.051,0.709,4.140967,1.142,22.7,757042.645702747,7461217.89924597,462.337107,25.9221518987342,46
"Saquarema",6,0.21,"MRRJ","W-E",4.884,24.051,0.709,4.140967,1.142,22.7,757042.645702747,7461217.89924597,462.337107,25.9221518987342,46
"Saquarema",7,0.09,"MRRJ","W-E",4.884,24.051,0.709,4.140967,1.142,22.7,757042.645702747,7461217.89924597,462.337107,25.9221518987342,46
"Saquarema",8,0.32,"MRRJ","W-E",4.884,24.051,0.709,4.140967,1.142,22.7,757042.645702747,7461217.89924597,462.337107,25.9221518987342,46
"Saquarema",9,0.81,"MRRJ","W-E",4.884,24.051,0.709,4.140967,1.142,22.7,757042.645702747,7461217.89924597,462.337107,25.9221518987342,46
"Saquarema",10,0.23,"MRRJ","W-E",4.884,24.051,0.709,4.140967,1.142,22.7,757042.645702747,7461217.89924597,462.337107,25.9221518987342,46
"Sorocotuba",1,0.88,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23
"Sorocotuba",2,0.87,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23
"Sorocotuba",3,0.86,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23
"Sorocotuba",4,0.79,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23
"Sorocotuba",5,0.65,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23
"Sorocotuba",6,0.94,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23
"Sorocotuba",7,0.71,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23
"Sorocotuba",8,0.79,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23
"Sorocotuba",9,0.77,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23
"Sorocotuba",10,0.71,"MRBS","SW-NE",4.629,25.439,0.851,3.840626,1.431,33.65,379276.726088553,7347274.72753037,67.88415,32.24625,23
"Taguaíba",1,0.96,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1
"Taguaíba",2,0.94,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1
"Taguaíba",3,0.93,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1
"Taguaíba",4,0.94,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1
"Taguaíba",5,0.92,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1
"Taguaíba",6,0.98,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1
"Taguaíba",7,0.83,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1
"Taguaíba",8,0.95,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1
"Taguaíba",9,0.9,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1
"Taguaíba",10,0.56,"MRBS","SW-NE",5.328,25.316,0.867,4.004794,1.211,26.05,383187.410650379,7357095.01707436,75.52334,28.0876923076923,1
"Tarituba",1,0,"SCRJ","W-E",5.755,26.125,0.63,2.124025,1.055,19.6666666666667,541744.057481396,7451267.93264798,259.9141,NA,NA
"Tarituba",2,0,"SCRJ","W-E",5.755,26.125,0.63,2.124025,1.055,19.6666666666667,541744.057481396,7451267.93264798,259.9141,NA,NA
"Tarituba",3,0,"SCRJ","W-E",5.755,26.125,0.63,2.124025,1.055,19.6666666666667,541744.057481396,7451267.93264798,259.9141,NA,NA
"Tarituba",4,0,"SCRJ","W-E",5.755,26.125,0.63,2.124025,1.055,19.6666666666667,541744.057481396,7451267.93264798,259.9141,NA,NA
"Tarituba",5,0,"SCRJ","W-E",5.755,26.125,0.63,2.124025,1.055,19.6666666666667,541744.057481396,7451267.93264798,259.9141,NA,NA
"Tarituba",6,0,"SCRJ","W-E",5.755,26.125,0.63,2.124025,1.055,19.6666666666667,541744.057481396,7451267.93264798,259.9141,NA,NA
"Tarituba",7,0,"SCRJ","W-E",5.755,26.125,0.63,2.124025,1.055,19.6666666666667,541744.057481396,7451267.93264798,259.9141,NA,NA
"Tarituba",8,0,"SCRJ","W-E",5.755,26.125,0.63,2.124025,1.055,19.6666666666667,541744.057481396,7451267.93264798,259.9141,NA,NA
"Tarituba",9,0,"SCRJ","W-E",5.755,26.125,0.63,2.124025,1.055,19.6666666666667,541744.057481396,7451267.93264798,259.9141,NA,NA
"Tarituba",10,0,"SCRJ","W-E",5.755,26.125,0.63,2.124025,1.055,19.6666666666667,541744.057481396,7451267.93264798,259.9141,NA,NA
"Toque Toque Grande",1,0.58,"SSCh","SW-NE",2.928,25.608,0.703,3.69964,1.225,31.4,447880.606889749,7363691.24355528,138.101539,26.107,40
"Toque Toque Grande",2,0.55,"SSCh","SW-NE",2.928,25.608,0.703,3.69964,1.225,31.4,447880.606889749,7363691.24355528,138.101539,26.107,40
"Toque Toque Grande",3,0.61,"SSCh","SW-NE",2.928,25.608,0.703,3.69964,1.225,31.4,447880.606889749,7363691.24355528,138.101539,26.107,40
"Toque Toque Grande",4,0.46,"SSCh","SW-NE",2.928,25.608,0.703,3.69964,1.225,31.4,447880.606889749,7363691.24355528,138.101539,26.107,40
"Toque Toque Grande",5,0.47,"SSCh","SW-NE",2.928,25.608,0.703,3.69964,1.225,31.4,447880.606889749,7363691.24355528,138.101539,26.107,40
"Toque Toque Grande",6,0.68,"SSCh","SW-NE",2.928,25.608,0.703,3.69964,1.225,31.4,447880.606889749,7363691.24355528,138.101539,26.107,40
"Toque Toque Grande",7,0.7,"SSCh","SW-NE",2.928,25.608,0.703,3.69964,1.225,31.4,447880.606889749,7363691.24355528,138.101539,26.107,40
"Toque Toque Grande",8,0.34,"SSCh","SW-NE",2.928,25.608,0.703,3.69964,1.225,31.4,447880.606889749,7363691.24355528,138.101539,26.107,40
"Toque Toque Grande",9,0.5,"SSCh","SW-NE",2.928,25.608,0.703,3.69964,1.225,31.4,447880.606889749,7363691.24355528,138.101539,26.107,40
"Toque Toque Grande",10,0.47,"SSCh","SW-NE",2.928,25.608,0.703,3.69964,1.225,31.4,447880.606889749,7363691.24355528,138.101539,26.107,40
"Toque Toque Pequeno",1,0.64,"SSCh","SW-NE",3.446,25.873,0.637,3.741743,1.244,38.4,445251.679062377,7366205.84556894,136.382774,28.6675,62
"Toque Toque Pequeno",2,0.37,"SSCh","SW-NE",3.446,25.873,0.637,3.741743,1.244,38.4,445251.679062377,7366205.84556894,136.382774,28.6675,62
"Toque Toque Pequeno",3,0.05,"SSCh","SW-NE",3.446,25.873,0.637,3.741743,1.244,38.4,445251.679062377,7366205.84556894,136.382774,28.6675,62
"Toque Toque Pequeno",4,0.21,"SSCh","SW-NE",3.446,25.873,0.637,3.741743,1.244,38.4,445251.679062377,7366205.84556894,136.382774,28.6675,62
"Toque Toque Pequeno",5,0.13,"SSCh","SW-NE",3.446,25.873,0.637,3.741743,1.244,38.4,445251.679062377,7366205.84556894,136.382774,28.6675,62
"Toque Toque Pequeno",6,0.11,"SSCh","SW-NE",3.446,25.873,0.637,3.741743,1.244,38.4,445251.679062377,7366205.84556894,136.382774,28.6675,62
"Toque Toque Pequeno",7,0.15,"SSCh","SW-NE",3.446,25.873,0.637,3.741743,1.244,38.4,445251.679062377,7366205.84556894,136.382774,28.6675,62
"Toque Toque Pequeno",8,0.28,"SSCh","SW-NE",3.446,25.873,0.637,3.741743,1.244,38.4,445251.679062377,7366205.84556894,136.382774,28.6675,62
"Toque Toque Pequeno",9,0.13,"SSCh","SW-NE",3.446,25.873,0.637,3.741743,1.244,38.4,445251.679062377,7366205.84556894,136.382774,28.6675,62
"Toque Toque Pequeno",10,0.24,"SSCh","SW-NE",3.446,25.873,0.637,3.741743,1.244,38.4,445251.679062377,7366205.84556894,136.382774,28.6675,62
