"site","replicate","vivos_n","subregion","region","chl_mean","sst_mean","fwd_mean","wf_log","rugosity","inclinacao","easting","northing","distance_S","str_size","str_ab","incl_graus_tetra"
"Coqueiro",4,40,"SCRJ","W-E",6.348,26.081,0.52,3.70529,1.082,11.45,545783.691782831,7452294.54211676,263.934698,20.4419565217391,22,19.6
"Coqueiro",5,28,"SCRJ","W-E",6.348,26.081,0.52,3.70529,1.082,11.45,545783.691782831,7452294.54211676,263.934698,20.4419565217391,22,19.6
"Coqueiro",6,44,"SCRJ","W-E",6.348,26.081,0.52,3.70529,1.082,11.45,545783.691782831,7452294.54211676,263.934698,20.4419565217391,22,19.6
"Coqueiro",7,21,"SCRJ","W-E",6.348,26.081,0.52,3.70529,1.082,11.45,545783.691782831,7452294.54211676,263.934698,20.4419565217391,22,19.6
"Coqueiro",8,14,"SCRJ","W-E",6.348,26.081,0.52,3.70529,1.082,11.45,545783.691782831,7452294.54211676,263.934698,20.4419565217391,22,19.6
"Coqueiro",9,37,"SCRJ","W-E",6.348,26.081,0.52,3.70529,1.082,11.45,545783.691782831,7452294.54211676,263.934698,20.4419565217391,22,19.6
"Coqueiro",10,41,"SCRJ","W-E",6.348,26.081,0.52,3.70529,1.082,11.45,545783.691782831,7452294.54211676,263.934698,20.4419565217391,22,19.6
"Coqueiro",11,16,"SCRJ","W-E",6.348,26.081,0.52,3.70529,1.082,11.45,545783.691782831,7452294.54211676,263.934698,20.4419565217391,22,19.6
"Coqueiro",12,24,"SCRJ","W-E",6.348,26.081,0.52,3.70529,1.082,11.45,545783.691782831,7452294.54211676,263.934698,20.4419565217391,22,19.6
"Coqueiro",13,22,"SCRJ","W-E",6.348,26.081,0.52,3.70529,1.082,11.45,545783.691782831,7452294.54211676,263.934698,20.4419565217391,22,19.6
"Coqueiro",14,20,"SCRJ","W-E",6.348,26.081,0.52,3.70529,1.082,11.45,545783.691782831,7452294.54211676,263.934698,20.4419565217391,22,19.6
"Coqueiro",15,20,"SCRJ","W-E",6.348,26.081,0.52,3.70529,1.082,11.45,545783.691782831,7452294.54211676,263.934698,20.4419565217391,22,19.6
"Éden",1,1,"MRBS","SW-NE",4.568,25.402,0.859,3.90032,1.312,39.95,379312.823630726,7346733.52484407,67.720886,19.3572413793103,2,60.8
"Éden",2,4,"MRBS","SW-NE",4.568,25.402,0.859,3.90032,1.312,39.95,379312.823630726,7346733.52484407,67.720886,19.3572413793103,2,60.8
"Éden",3,2,"MRBS","SW-NE",4.568,25.402,0.859,3.90032,1.312,39.95,379312.823630726,7346733.52484407,67.720886,19.3572413793103,2,60.8
"Éden",4,4,"MRBS","SW-NE",4.568,25.402,0.859,3.90032,1.312,39.95,379312.823630726,7346733.52484407,67.720886,19.3572413793103,2,60.8
"Éden",5,1,"MRBS","SW-NE",4.568,25.402,0.859,3.90032,1.312,39.95,379312.823630726,7346733.52484407,67.720886,19.3572413793103,2,60.8
"Éden",6,1,"MRBS","SW-NE",4.568,25.402,0.859,3.90032,1.312,39.95,379312.823630726,7346733.52484407,67.720886,19.3572413793103,2,60.8
"Éden",7,0,"MRBS","SW-NE",4.568,25.402,0.859,3.90032,1.312,39.95,379312.823630726,7346733.52484407,67.720886,19.3572413793103,2,60.8
"Éden",8,0,"MRBS","SW-NE",4.568,25.402,0.859,3.90032,1.312,39.95,379312.823630726,7346733.52484407,67.720886,19.3572413793103,2,60.8
"Éden",9,2,"MRBS","SW-NE",4.568,25.402,0.859,3.90032,1.312,39.95,379312.823630726,7346733.52484407,67.720886,19.3572413793103,2,60.8
"Éden",10,0,"MRBS","SW-NE",4.568,25.402,0.859,3.90032,1.312,39.95,379312.823630726,7346733.52484407,67.720886,19.3572413793103,2,60.8
"Éden",11,0,"MRBS","SW-NE",4.568,25.402,0.859,3.90032,1.312,39.95,379312.823630726,7346733.52484407,67.720886,19.3572413793103,2,60.8
"Éden",12,0,"MRBS","SW-NE",4.568,25.402,0.859,3.90032,1.312,39.95,379312.823630726,7346733.52484407,67.720886,19.3572413793103,2,60.8
"Éden",13,13,"MRBS","SW-NE",4.568,25.402,0.859,3.90032,1.312,39.95,379312.823630726,7346733.52484407,67.720886,19.3572413793103,2,60.8
"Éden",14,0,"MRBS","SW-NE",4.568,25.402,0.859,3.90032,1.312,39.95,379312.823630726,7346733.52484407,67.720886,19.3572413793103,2,60.8
"Éden",15,0,"MRBS","SW-NE",4.568,25.402,0.859,3.90032,1.312,39.95,379312.823630726,7346733.52484407,67.720886,19.3572413793103,2,60.8
"Engenho",1,19,"MRBS","SW-NE",4.549,25.266,0.747,3.88428,1.233,33.15,420138.500664975,7371509.81272969,115.050943,25.8892857142857,1,80.4
"Engenho",2,6,"MRBS","SW-NE",4.549,25.266,0.747,3.88428,1.233,33.15,420138.500664975,7371509.81272969,115.050943,25.8892857142857,1,80.4
"Engenho",3,16,"MRBS","SW-NE",4.549,25.266,0.747,3.88428,1.233,33.15,420138.500664975,7371509.81272969,115.050943,25.8892857142857,1,80.4
"Engenho",4,30,"MRBS","SW-NE",4.549,25.266,0.747,3.88428,1.233,33.15,420138.500664975,7371509.81272969,115.050943,25.8892857142857,1,80.4
"Engenho",5,14,"MRBS","SW-NE",4.549,25.266,0.747,3.88428,1.233,33.15,420138.500664975,7371509.81272969,115.050943,25.8892857142857,1,80.4
"Engenho",6,19,"MRBS","SW-NE",4.549,25.266,0.747,3.88428,1.233,33.15,420138.500664975,7371509.81272969,115.050943,25.8892857142857,1,80.4
"Engenho",7,23,"MRBS","SW-NE",4.549,25.266,0.747,3.88428,1.233,33.15,420138.500664975,7371509.81272969,115.050943,25.8892857142857,1,80.4
"Engenho",8,12,"MRBS","SW-NE",4.549,25.266,0.747,3.88428,1.233,33.15,420138.500664975,7371509.81272969,115.050943,25.8892857142857,1,80.4
"Engenho",9,31,"MRBS","SW-NE",4.549,25.266,0.747,3.88428,1.233,33.15,420138.500664975,7371509.81272969,115.050943,25.8892857142857,1,80.4
"Engenho",10,25,"MRBS","SW-NE",4.549,25.266,0.747,3.88428,1.233,33.15,420138.500664975,7371509.81272969,115.050943,25.8892857142857,1,80.4
"Engenho",11,20,"MRBS","SW-NE",4.549,25.266,0.747,3.88428,1.233,33.15,420138.500664975,7371509.81272969,115.050943,25.8892857142857,1,80.4
"Engenho",12,23,"MRBS","SW-NE",4.549,25.266,0.747,3.88428,1.233,33.15,420138.500664975,7371509.81272969,115.050943,25.8892857142857,1,80.4
"Engenho",13,11,"MRBS","SW-NE",4.549,25.266,0.747,3.88428,1.233,33.15,420138.500664975,7371509.81272969,115.050943,25.8892857142857,1,80.4
"Engenho",14,8,"MRBS","SW-NE",4.549,25.266,0.747,3.88428,1.233,33.15,420138.500664975,7371509.81272969,115.050943,25.8892857142857,1,80.4
"Engenho",15,39,"MRBS","SW-NE",4.549,25.266,0.747,3.88428,1.233,33.15,420138.500664975,7371509.81272969,115.050943,25.8892857142857,1,80.4
"Enseada (Guarujá)",1,3,"MRBS","SW-NE",6.934,25.436,0.922,3.91065,1.044,12.4,373103.989246484,7345856.00175446,61.627727,21.9681818181818,20,14.8
"Enseada (Guarujá)",2,10,"MRBS","SW-NE",6.934,25.436,0.922,3.91065,1.044,12.4,373103.989246484,7345856.00175446,61.627727,21.9681818181818,20,14.8
"Enseada (Guarujá)",3,8,"MRBS","SW-NE",6.934,25.436,0.922,3.91065,1.044,12.4,373103.989246484,7345856.00175446,61.627727,21.9681818181818,20,14.8
"Enseada (Guarujá)",4,2,"MRBS","SW-NE",6.934,25.436,0.922,3.91065,1.044,12.4,373103.989246484,7345856.00175446,61.627727,21.9681818181818,20,14.8
"Enseada (Guarujá)",5,1,"MRBS","SW-NE",6.934,25.436,0.922,3.91065,1.044,12.4,373103.989246484,7345856.00175446,61.627727,21.9681818181818,20,14.8
"Enseada (Guarujá)",6,7,"MRBS","SW-NE",6.934,25.436,0.922,3.91065,1.044,12.4,373103.989246484,7345856.00175446,61.627727,21.9681818181818,20,14.8
"Enseada (Guarujá)",7,30,"MRBS","SW-NE",6.934,25.436,0.922,3.91065,1.044,12.4,373103.989246484,7345856.00175446,61.627727,21.9681818181818,20,14.8
"Enseada (Guarujá)",8,28,"MRBS","SW-NE",6.934,25.436,0.922,3.91065,1.044,12.4,373103.989246484,7345856.00175446,61.627727,21.9681818181818,20,14.8
"Enseada (Guarujá)",9,51,"MRBS","SW-NE",6.934,25.436,0.922,3.91065,1.044,12.4,373103.989246484,7345856.00175446,61.627727,21.9681818181818,20,14.8
"Enseada (Guarujá)",10,21,"MRBS","SW-NE",6.934,25.436,0.922,3.91065,1.044,12.4,373103.989246484,7345856.00175446,61.627727,21.9681818181818,20,14.8
"Enseada (Guarujá)",11,24,"MRBS","SW-NE",6.934,25.436,0.922,3.91065,1.044,12.4,373103.989246484,7345856.00175446,61.627727,21.9681818181818,20,14.8
"Enseada (Guarujá)",12,24,"MRBS","SW-NE",6.934,25.436,0.922,3.91065,1.044,12.4,373103.989246484,7345856.00175446,61.627727,21.9681818181818,20,14.8
"Enseada (Guarujá)",13,29,"MRBS","SW-NE",6.934,25.436,0.922,3.91065,1.044,12.4,373103.989246484,7345856.00175446,61.627727,21.9681818181818,20,14.8
"Enseada (Guarujá)",14,28,"MRBS","SW-NE",6.934,25.436,0.922,3.91065,1.044,12.4,373103.989246484,7345856.00175446,61.627727,21.9681818181818,20,14.8
"Enseada (Guarujá)",15,26,"MRBS","SW-NE",6.934,25.436,0.922,3.91065,1.044,12.4,373103.989246484,7345856.00175446,61.627727,21.9681818181818,20,14.8
"Enseada (Ubatuba)",1,3,"Ubatuba","SW-NE",2.114,25.484,0.673,2.94718,1.034,71.3,491415.47511152,7401023.1555529,192.16973,NA,NA,73.4
"Enseada (Ubatuba)",2,9,"Ubatuba","SW-NE",2.114,25.484,0.673,2.94718,1.034,71.3,491415.47511152,7401023.1555529,192.16973,NA,NA,73.4
"Enseada (Ubatuba)",3,2,"Ubatuba","SW-NE",2.114,25.484,0.673,2.94718,1.034,71.3,491415.47511152,7401023.1555529,192.16973,NA,NA,73.4
"Enseada (Ubatuba)",4,0,"Ubatuba","SW-NE",2.114,25.484,0.673,2.94718,1.034,71.3,491415.47511152,7401023.1555529,192.16973,NA,NA,73.4
"Enseada (Ubatuba)",5,4,"Ubatuba","SW-NE",2.114,25.484,0.673,2.94718,1.034,71.3,491415.47511152,7401023.1555529,192.16973,NA,NA,73.4
"Enseada (Ubatuba)",6,0,"Ubatuba","SW-NE",2.114,25.484,0.673,2.94718,1.034,71.3,491415.47511152,7401023.1555529,192.16973,NA,NA,73.4
"Enseada (Ubatuba)",7,5,"Ubatuba","SW-NE",2.114,25.484,0.673,2.94718,1.034,71.3,491415.47511152,7401023.1555529,192.16973,NA,NA,73.4
"Enseada (Ubatuba)",8,2,"Ubatuba","SW-NE",2.114,25.484,0.673,2.94718,1.034,71.3,491415.47511152,7401023.1555529,192.16973,NA,NA,73.4
"Enseada (Ubatuba)",9,7,"Ubatuba","SW-NE",2.114,25.484,0.673,2.94718,1.034,71.3,491415.47511152,7401023.1555529,192.16973,NA,NA,73.4
"Enseada (Ubatuba)",10,1,"Ubatuba","SW-NE",2.114,25.484,0.673,2.94718,1.034,71.3,491415.47511152,7401023.1555529,192.16973,NA,NA,73.4
"Enseada (Ubatuba)",11,12,"Ubatuba","SW-NE",2.114,25.484,0.673,2.94718,1.034,71.3,491415.47511152,7401023.1555529,192.16973,NA,NA,73.4
"Enseada (Ubatuba)",12,7,"Ubatuba","SW-NE",2.114,25.484,0.673,2.94718,1.034,71.3,491415.47511152,7401023.1555529,192.16973,NA,NA,73.4
"Enseada (Ubatuba)",13,0,"Ubatuba","SW-NE",2.114,25.484,0.673,2.94718,1.034,71.3,491415.47511152,7401023.1555529,192.16973,NA,NA,73.4
"Enseada (Ubatuba)",14,5,"Ubatuba","SW-NE",2.114,25.484,0.673,2.94718,1.034,71.3,491415.47511152,7401023.1555529,192.16973,NA,NA,73.4
"Enseada (Ubatuba)",15,1,"Ubatuba","SW-NE",2.114,25.484,0.673,2.94718,1.034,71.3,491415.47511152,7401023.1555529,192.16973,NA,NA,73.4
"Félix",1,16,"Ubatuba","SW-NE",2.153,25.028,0.648,3.768971,1.461,19.5,502953.088354905,7413052.47120417,207.721753,NA,NA,14
"Félix",2,12,"Ubatuba","SW-NE",2.153,25.028,0.648,3.768971,1.461,19.5,502953.088354905,7413052.47120417,207.721753,NA,NA,14
"Félix",3,4,"Ubatuba","SW-NE",2.153,25.028,0.648,3.768971,1.461,19.5,502953.088354905,7413052.47120417,207.721753,NA,NA,14
"Félix",4,7,"Ubatuba","SW-NE",2.153,25.028,0.648,3.768971,1.461,19.5,502953.088354905,7413052.47120417,207.721753,NA,NA,14
"Félix",5,10,"Ubatuba","SW-NE",2.153,25.028,0.648,3.768971,1.461,19.5,502953.088354905,7413052.47120417,207.721753,NA,NA,14
"Félix",6,37,"Ubatuba","SW-NE",2.153,25.028,0.648,3.768971,1.461,19.5,502953.088354905,7413052.47120417,207.721753,NA,NA,14
"Félix",7,8,"Ubatuba","SW-NE",2.153,25.028,0.648,3.768971,1.461,19.5,502953.088354905,7413052.47120417,207.721753,NA,NA,14
"Félix",8,1,"Ubatuba","SW-NE",2.153,25.028,0.648,3.768971,1.461,19.5,502953.088354905,7413052.47120417,207.721753,NA,NA,14
"Félix",9,10,"Ubatuba","SW-NE",2.153,25.028,0.648,3.768971,1.461,19.5,502953.088354905,7413052.47120417,207.721753,NA,NA,14
"Félix",10,27,"Ubatuba","SW-NE",2.153,25.028,0.648,3.768971,1.461,19.5,502953.088354905,7413052.47120417,207.721753,NA,NA,14
"Félix",11,3,"Ubatuba","SW-NE",2.153,25.028,0.648,3.768971,1.461,19.5,502953.088354905,7413052.47120417,207.721753,NA,NA,14
"Félix",12,4,"Ubatuba","SW-NE",2.153,25.028,0.648,3.768971,1.461,19.5,502953.088354905,7413052.47120417,207.721753,NA,NA,14
"Félix",13,9,"Ubatuba","SW-NE",2.153,25.028,0.648,3.768971,1.461,19.5,502953.088354905,7413052.47120417,207.721753,NA,NA,14
"Félix",14,30,"Ubatuba","SW-NE",2.153,25.028,0.648,3.768971,1.461,19.5,502953.088354905,7413052.47120417,207.721753,NA,NA,14
"Félix",15,9,"Ubatuba","SW-NE",2.153,25.028,0.648,3.768971,1.461,19.5,502953.088354905,7413052.47120417,207.721753,NA,NA,14
"Ferradura",1,26,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA,39.6
"Ferradura",2,10,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA,39.6
"Ferradura",3,11,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA,39.6
"Ferradura",4,22,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA,39.6
"Ferradura",5,14,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA,39.6
"Ferradura",6,18,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA,39.6
"Ferradura",7,18,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA,39.6
"Ferradura",8,15,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA,39.6
"Ferradura",9,21,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA,39.6
"Ferradura",10,22,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA,39.6
"Ferradura",11,11,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA,39.6
"Ferradura",12,19,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA,39.6
"Ferradura",13,2,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA,39.6
"Ferradura",14,12,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA,39.6
"Ferradura",15,12,"LRRJ","W-E",2.219,23.236,0.7,3.58096,1.242,34.75,820017.319985661,7478434.95422524,527.53921,36.0575,NA,39.6
"Ferradurinha",1,13,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37,23.4
"Ferradurinha",2,43,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37,23.4
"Ferradurinha",3,20,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37,23.4
"Ferradurinha",4,25,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37,23.4
"Ferradurinha",5,20,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37,23.4
"Ferradurinha",6,25,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37,23.4
"Ferradurinha",7,17,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37,23.4
"Ferradurinha",8,22,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37,23.4
"Ferradurinha",9,16,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37,23.4
"Ferradurinha",10,33,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37,23.4
"Ferradurinha",11,36,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37,23.4
"Ferradurinha",12,14,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37,23.4
"Ferradurinha",13,37,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37,23.4
"Ferradurinha",14,18,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37,23.4
"Ferradurinha",15,32,"LRRJ","W-E",2.335,23.053,0.711,3.898375,1.17,23.5,818450.113688127,7477286.13444884,525.704015,28.28,37,23.4
"Forno (Arraial do Cabo)",1,64,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30,15.2
"Forno (Arraial do Cabo)",2,46,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30,15.2
"Forno (Arraial do Cabo)",3,46,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30,15.2
"Forno (Arraial do Cabo)",4,41,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30,15.2
"Forno (Arraial do Cabo)",5,43,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30,15.2
"Forno (Arraial do Cabo)",6,65,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30,15.2
"Forno (Arraial do Cabo)",7,25,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30,15.2
"Forno (Arraial do Cabo)",8,23,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30,15.2
"Forno (Arraial do Cabo)",9,39,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30,15.2
"Forno (Arraial do Cabo)",10,36,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30,15.2
"Forno (Arraial do Cabo)",11,44,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30,15.2
"Forno (Arraial do Cabo)",12,4,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30,15.2
"Forno (Arraial do Cabo)",13,33,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30,15.2
"Forno (Arraial do Cabo)",14,31,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30,15.2
"Forno (Arraial do Cabo)",15,39,"LRRJ","W-E",2.211,23.091,0.555,3.037608,1.277,16.9,806079.884331694,7456829.61603413,508.112418,27.044358974359,30,15.2
"Forno (Búzios)",1,9,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6,16
"Forno (Búzios)",2,23,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6,16
"Forno (Búzios)",3,13,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6,16
"Forno (Búzios)",4,11,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6,16
"Forno (Búzios)",5,18,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6,16
"Forno (Búzios)",6,20,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6,16
"Forno (Búzios)",7,25,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6,16
"Forno (Búzios)",8,12,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6,16
"Forno (Búzios)",9,37,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6,16
"Forno (Búzios)",10,12,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6,16
"Forno (Búzios)",11,25,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6,16
"Forno (Búzios)",12,26,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6,16
"Forno (Búzios)",13,26,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6,16
"Forno (Búzios)",14,34,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6,16
"Forno (Búzios)",15,33,"LRRJ","W-E",2.114,23.243,0.714,3.872193,1.098,20.25,820920.940355113,7479357.10462197,528.674787,25.403023255814,6,16
"Forte",1,81,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7,20.6
"Forte",2,126,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7,20.6
"Forte",3,98,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7,20.6
"Forte",4,100,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7,20.6
"Forte",5,136,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7,20.6
"Forte",6,132,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7,20.6
"Forte",7,148,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7,20.6
"Forte",8,146,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7,20.6
"Forte",9,118,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7,20.6
"Forte",10,116,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7,20.6
"Forte",11,63,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7,20.6
"Forte",12,71,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7,20.6
"Forte",13,81,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7,20.6
"Forte",14,72,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7,20.6
"Forte",15,64,"LRRJ","W-E",2.517,23.08,0.573,3.402715,1.122,27.55,806998.581462347,7466004.84597339,511.49903,23.3977777777778,7,20.6
"Geribá",1,34,"LRRJ","W-E",2.419,23.082,0.708,3.797723,1.187,19.15,817896.857892256,7477374.2250044,525.201862,33.0820588235294,10,23
"Geribá",2,28,"LRRJ","W-E",2.419,23.082,0.708,3.797723,1.187,19.15,817896.857892256,7477374.2250044,525.201862,33.0820588235294,10,23
"Geribá",3,20,"LRRJ","W-E",2.419,23.082,0.708,3.797723,1.187,19.15,817896.857892256,7477374.2250044,525.201862,33.0820588235294,10,23
"Geribá",4,35,"LRRJ","W-E",2.419,23.082,0.708,3.797723,1.187,19.15,817896.857892256,7477374.2250044,525.201862,33.0820588235294,10,23
"Geribá",5,25,"LRRJ","W-E",2.419,23.082,0.708,3.797723,1.187,19.15,817896.857892256,7477374.2250044,525.201862,33.0820588235294,10,23
"Geribá",6,21,"LRRJ","W-E",2.419,23.082,0.708,3.797723,1.187,19.15,817896.857892256,7477374.2250044,525.201862,33.0820588235294,10,23
"Geribá",7,12,"LRRJ","W-E",2.419,23.082,0.708,3.797723,1.187,19.15,817896.857892256,7477374.2250044,525.201862,33.0820588235294,10,23
"Geribá",8,21,"LRRJ","W-E",2.419,23.082,0.708,3.797723,1.187,19.15,817896.857892256,7477374.2250044,525.201862,33.0820588235294,10,23
