site	region	subregion	distance_S	easting	northing	tamanho_mm	chl_mean	sst_mean	fwd_mean	wf_log	rugosity	inclinacao	Tetr_size	Tetr_density	Brach_cover	Brach_size	perna_PA	perna_cover	Brach_RW
Pernambuco	south	south1	68.432329	379518.7055	7348143.836	29.650	5.843	24.923	0.839	3.902	1.280	25.200	3.522	20.867	63.400	9.561	1	0.370	91.074
Pernambuco	south	south1	68.432329	379518.7055	7348143.836	27.490	5.843	24.923	0.839	3.902	1.280	25.200	3.522	20.867	63.400	9.561	1	0.370	91.074
Pernambuco	south	south1	68.432329	379518.7055	7348143.836	23.610	5.843	24.923	0.839	3.902	1.280	25.200	3.522	20.867	63.400	9.561	1	0.370	91.074
Pernambuco	south	south1	68.432329	379518.7055	7348143.836	22.930	5.843	24.923	0.839	3.902	1.280	25.200	3.522	20.867	63.400	9.561	1	0.370	91.074
Pernambuco	south	south1	68.432329	379518.7055	7348143.836	22.820	5.843	24.923	0.839	3.902	1.280	25.200	3.522	20.867	63.400	9.561	1	0.370	91.074
São Pedro	south	south1	73.776611	381991.1262	7355599.195	35.030	5.287	25.183	0.883	3.737	1.402	33.300	4.182	22.667	71.600	9.163	1	5.000	90.681
São Pedro	south	south1	73.776611	381991.1262	7355599.195	35.210	5.287	25.183	0.883	3.737	1.402	33.300	4.182	22.667	71.600	9.163	1	5.000	90.681
São Pedro	south	south1	73.776611	381991.1262	7355599.195	32.480	5.287	25.183	0.883	3.737	1.402	33.300	4.182	22.667	71.600	9.163	1	5.000	90.681
São Pedro	south	south1	73.776611	381991.1262	7355599.195	30.490	5.287	25.183	0.883	3.737	1.402	33.300	4.182	22.667	71.600	9.163	1	5.000	90.681
São Pedro	south	south1	73.776611	381991.1262	7355599.195	30.800	5.287	25.183	0.883	3.737	1.402	33.300	4.182	22.667	71.600	9.163	1	5.000	90.681
São Pedro	south	south1	73.776611	381991.1262	7355599.195	30.210	5.287	25.183	0.883	3.737	1.402	33.300	4.182	22.667	71.600	9.163	1	5.000	90.681
São Pedro	south	south1	73.776611	381991.1262	7355599.195	28.320	5.287	25.183	0.883	3.737	1.402	33.300	4.182	22.667	71.600	9.163	1	5.000	90.681
São Pedro	south	south1	73.776611	381991.1262	7355599.195	29.900	5.287	25.183	0.883	3.737	1.402	33.300	4.182	22.667	71.600	9.163	1	5.000	90.681
São Pedro	south	south1	73.776611	381991.1262	7355599.195	29.660	5.287	25.183	0.883	3.737	1.402	33.300	4.182	22.667	71.600	9.163	1	5.000	90.681
São Pedro	south	south1	73.776611	381991.1262	7355599.195	25.590	5.287	25.183	0.883	3.737	1.402	33.300	4.182	22.667	71.600	9.163	1	5.000	90.681
São Pedro	south	south1	73.776611	381991.1262	7355599.195	26.740	5.287	25.183	0.883	3.737	1.402	33.300	4.182	22.667	71.600	9.163	1	5.000	90.681
São Pedro	south	south1	73.776611	381991.1262	7355599.195	23.560	5.287	25.183	0.883	3.737	1.402	33.300	4.182	22.667	71.600	9.163	1	5.000	90.681
São Pedro	south	south1	73.776611	381991.1262	7355599.195	20.190	5.287	25.183	0.883	3.737	1.402	33.300	4.182	22.667	71.600	9.163	1	5.000	90.681
São Pedro	south	south1	73.776611	381991.1262	7355599.195	15.970	5.287	25.183	0.883	3.737	1.402	33.300	4.182	22.667	71.600	9.163	1	5.000	90.681
São Pedro	south	south1	73.776611	381991.1262	7355599.195	16.690	5.287	25.183	0.883	3.737	1.402	33.300	4.182	22.667	71.600	9.163	1	5.000	90.681
São Pedro	south	south1	73.776611	381991.1262	7355599.195	15.200	5.287	25.183	0.883	3.737	1.402	33.300	4.182	22.667	71.600	9.163	1	5.000	90.681
São Pedro	south	south1	73.776611	381991.1262	7355599.195	13.510	5.287	25.183	0.883	3.737	1.402	33.300	4.182	22.667	71.600	9.163	1	5.000	90.681
São Pedro	south	south1	73.776611	381991.1262	7355599.195	9.200	5.287	25.183	0.883	3.737	1.402	33.300	4.182	22.667	71.600	9.163	1	5.000	90.681
Iporanga	south	south1	74.918631	383162.1948	7355811.396	34.510	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	36.860	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	33.150	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	31.040	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	33.630	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	29.470	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	29.470	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	30.980	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	29.150	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	28.080	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	29.180	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	29.490	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	26.340	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	27.750	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	28.410	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	26.260	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	28.090	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	27.370	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	27.630	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	26.500	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	26.490	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	27.070	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	27.090	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	27.300	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	25.870	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	26.260	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	26.550	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	24.680	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	25.710	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	25.000	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	24.070	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	23.740	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	23.110	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	23.320	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	20.830	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	20.260	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	19.100	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	18.330	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	18.610	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	12.580	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	14.120	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	9.970	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	9.150	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Iporanga	south	south1	74.918631	383162.1948	7355811.396	8.460	4.891	25.326	0.859	4.072	1.073	15.700	3.373	21.133	85.800	9.298	0	0.000	101.372
Taguaíba	south	south1	75.52334	383187.4107	7357095.017	37.410	5.328	25.316	0.867	4.005	1.211	26.050	3.259	30.600	89.100	7.562	0	0.000	83.788
Taguaíba	south	south1	75.52334	383187.4107	7357095.017	33.230	5.328	25.316	0.867	4.005	1.211	26.050	3.259	30.600	89.100	7.562	0	0.000	83.788
Taguaíba	south	south1	75.52334	383187.4107	7357095.017	30.260	5.328	25.316	0.867	4.005	1.211	26.050	3.259	30.600	89.100	7.562	0	0.000	83.788
Taguaíba	south	south1	75.52334	383187.4107	7357095.017	32.660	5.328	25.316	0.867	4.005	1.211	26.050	3.259	30.600	89.100	7.562	0	0.000	83.788
Taguaíba	south	south1	75.52334	383187.4107	7357095.017	29.480	5.328	25.316	0.867	4.005	1.211	26.050	3.259	30.600	89.100	7.562	0	0.000	83.788
Taguaíba	south	south1	75.52334	383187.4107	7357095.017	32.930	5.328	25.316	0.867	4.005	1.211	26.050	3.259	30.600	89.100	7.562	0	0.000	83.788
Taguaíba	south	south1	75.52334	383187.4107	7357095.017	30.300	5.328	25.316	0.867	4.005	1.211	26.050	3.259	30.600	89.100	7.562	0	0.000	83.788
Taguaíba	south	south1	75.52334	383187.4107	7357095.017	29.980	5.328	25.316	0.867	4.005	1.211	26.050	3.259	30.600	89.100	7.562	0	0.000	83.788
Taguaíba	south	south1	75.52334	383187.4107	7357095.017	27.440	5.328	25.316	0.867	4.005	1.211	26.050	3.259	30.600	89.100	7.562	0	0.000	83.788
Taguaíba	south	south1	75.52334	383187.4107	7357095.017	28.210	5.328	25.316	0.867	4.005	1.211	26.050	3.259	30.600	89.100	7.562	0	0.000	83.788
Taguaíba	south	south1	75.52334	383187.4107	7357095.017	22.670	5.328	25.316	0.867	4.005	1.211	26.050	3.259	30.600	89.100	7.562	0	0.000	83.788
Taguaíba	south	south1	75.52334	383187.4107	7357095.017	11.660	5.328	25.316	0.867	4.005	1.211	26.050	3.259	30.600	89.100	7.562	0	0.000	83.788
Taguaíba	south	south1	75.52334	383187.4107	7357095.017	18.910	5.328	25.316	0.867	4.005	1.211	26.050	3.259	30.600	89.100	7.562	0	0.000	83.788
Preta	south	south1	77.231697	383984.6941	7359235.312	29.340	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	27.660	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	24.410	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	24.660	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	28.400	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	28.800	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	26.890	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	24.870	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	29.420	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	30.450	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	27.610	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	32.010	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	32.340	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	27.540	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	27.470	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	33.130	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	32.780	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	27.000	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	29.680	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	30.640	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	33.590	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	28.470	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	20.580	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	25.170	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	29.220	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	38.930	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Preta	south	south1	77.231697	383984.6941	7359235.312	33.540	7.720	25.084	0.856	3.949	1.161	20.400	3.654	17.267	88.900	9.792	1	0.370	74.710
Branca	south	south1	77.516054	384191.7236	7359449.587	21.240	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	18.020	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	19.740	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	18.830	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	19.050	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	19.880	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	21.560	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	20.780	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	20.190	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	22.300	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	27.990	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	25.390	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	20.610	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	22.780	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	27.240	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	24.980	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	25.580	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	26.180	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	25.990	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	26.080	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	26.350	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	28.150	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	23.240	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	27.750	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	24.540	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	27.680	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	25.980	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	26.670	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	29.810	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	26.230	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	30.770	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	28.560	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	31.070	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	33.690	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Branca	south	south1	77.516054	384191.7236	7359449.587	30.260	5.304	25.231	0.849	3.997	1.179	25.100	4.761	22.067	84.400	9.436	1	0.000	87.976
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	25.830	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	28.930	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	28.440	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	25.500	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	22.500	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	21.370	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	23.360	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	25.510	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	22.390	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	20.820	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	25.800	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	23.000	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	24.200	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	22.810	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	21.000	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	23.240	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	21.910	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	22.280	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	22.000	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	21.590	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	20.180	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	20.340	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	21.320	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	19.430	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	19.690	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
Riviera de São Lourenço	south	south1	89.243291	394387.3632	7365242.121	25.030	7.330	25.588	0.882	3.913	1.248	31.200	4.948	18.733	62.000	10.316	1	0.000	86.141
