site	region	subregion	distance_S	easting	northing	tamanho_mm	chl_mean	sst_mean	fwd_mean	wf_log	rugosity	inclinacao	Tetr_size	Tetr_density	Brach_cover	Brach_size	perna_PA	perna_cover	Brach_RW
Saquarema	north	north2	462.337107	757042.6457	7461217.899	18.080	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	17.580	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	14.810	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	40.860	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	35.700	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	33.730	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	33.650	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	30.740	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	30.570	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	30.730	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	30.080	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	29.270	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	27.640	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	26.850	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	25.640	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	27.040	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	27.530	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	26.600	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	25.690	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	27.540	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	23.530	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	24.490	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	23.680	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	25.710	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	23.340	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	23.720	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	22.950	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Saquarema	north	north2	462.337107	757042.6457	7461217.899	21.270	4.884	24.051	0.709	4.141	1.142	22.700	4.570	63.800	22.000	11.392	1	47.332	132.785
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	12.250	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	16.850	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	22.600	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	22.170	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	27.050	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	25.770	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	21.100	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	23.640	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	20.880	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	18.680	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	17.600	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	28.500	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	25.080	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	23.120	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	17.020	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	20.780	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	24.150	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	24.490	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	26.440	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	23.930	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	32.420	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	32.780	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	26.440	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	24.590	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	24.690	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	33.120	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	24.300	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	36.280	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	31.480	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	24.740	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	26.540	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	23.890	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	20.690	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	23.060	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	15.250	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	24.930	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	20.080	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	20.280	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	18.840	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Ponta da Cabeça	north	north3	505.89509	804012.8468	7455976.989	26.440	2.685	23.091	0.568	3.823	1.202	16.667	5.603	40.933	42.500	10.664	1	14.334	117.077
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	38.630	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	39.390	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	27.820	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	36.710	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	32.220	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	25.950	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	28.180	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	29.150	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	26.690	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	31.050	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	35.820	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	34.710	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	32.570	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	31.520	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	36.310	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	35.430	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	45.960	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	48.180	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	43.950	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	42.070	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Prainha (Arraial do Cabo)	north	north3	507.666072	805170.3094	7458442.112	39.000	1.606	23.041	0.569	3.420	1.156	13.933	5.100	21.000	48.500	11.466	1	2.333	115.858
Atalaia	north	north3	508.051757	806552.0617	7454866.805	39.570	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	36.570	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	37.340	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	36.680	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	41.670	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	42.070	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	36.000	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	33.780	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	37.680	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	29.050	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	33.020	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	32.500	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	29.940	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	30.890	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	31.280	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	29.550	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	25.660	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	30.470	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	30.000	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	27.990	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	31.680	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	26.880	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	25.340	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	16.000	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	35.540	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	35.950	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	41.330	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	33.610	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	34.790	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	35.760	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Atalaia	north	north3	508.051757	806552.0617	7454866.805	30.060	2.671	23.130	0.566	3.332	1.167	28.000	4.765	24.200	10.800	7.867	1	0.000	118.990
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	26.000	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	23.230	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	41.460	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	36.900	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	36.180	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	33.130	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	30.670	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	31.240	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	30.280	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	27.500	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	27.210	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	29.300	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	27.330	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	27.430	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	25.400	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	25.200	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	26.000	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	26.500	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	26.930	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	25.620	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	25.950	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	25.090	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	25.080	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	26.290	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	25.410	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	24.230	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	24.550	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	26.140	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	25.040	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	26.620	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	25.980	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	24.560	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	24.680	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	24.450	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	22.930	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	24.000	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	23.600	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	23.690	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forno (Arraial do Cabo)	north	north3	508.112418	806079.8843	7456829.616	22.930	2.211	23.091	0.555	3.038	1.277	16.900	4.935	38.600	74.000	9.336	1	0.000	120.070
Forte	north	north3	511.49903	806998.5815	7466004.846	27.700	2.517	23.080	0.573	3.403	1.122	27.550	4.136	103.467	31.500	9.528	1	0.000	116.652
